"Video asset ID","Universal video ID","Page ID","Page name",Title,"Duration (sec)","Publish time","Custom labels","Data comment",Date,Impressions,Reach,"3-second video views","1-minute video views","Seconds viewed","Average Seconds viewed","3-Second viewers","1-minute viewers","3-second video views from Boosted posts","3-second video views from Organic posts","Reactions, Comments and Shares",Reactions,Comments,Shares,"Seconds viewed from Recommendations","Seconds viewed from Followers","Seconds viewed from Shares","Seconds viewed from Boosted posts","Average Seconds viewed from Recommendations","Average Seconds viewed from Shares","Average Seconds viewed from Followers","Average Seconds viewed from Boosted posts","1-minute video views from Recommendations","1-minute video views from Followers","1-minute video views from Boosted posts","1-minute video views from Shares"
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,01/29/2025,74,74,28,0,412.829,5.655,26,0,0,28,2,2,0,0,71.889,340.266,0.674,,5.99075,0.674,5.6711,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,01/30/2025,34,33,13,0,146.5,4.725,13,0,0,13,0,0,0,0,23.733,122.767,,,2.966625,0,5.3376956521739,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,01/31/2025,30,30,11,0,153.174,5.105,10,0,0,11,0,0,0,0,19.053,131.79,2.331,,2.381625,2.331,6.2757142857143,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,02/01/2025,19,19,8,0,147.127,8.173,8,0,0,8,0,0,0,0,40.921,106.206,,,5.8458571428571,0,9.6550909090909,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,02/02/2025,11,11,4,0,50.157,8.359,4,0,0,4,0,0,0,0,9.013,40.084,1.06,,4.5065,1.06,13.361333333333,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,02/03/2025,11,11,8,0,149.883,10.705,8,0,0,8,0,0,0,0,33.391,116.492,,,5.5651666666667,0,14.5615,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,02/04/2025,15,15,7,0,94.455,8.586,6,0,0,7,0,0,0,0,62.509,31.946,,,12.5018,0,5.3243333333333,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,02/05/2025,8,8,2,0,51.009,8.501,2,0,0,2,0,0,0,0,2.142,48.867,,,1.071,0,12.21675,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,02/06/2025,10,10,2,0,65.656,8.207,2,0,0,2,0,0,0,0,16.693,48.963,,,8.3465,0,8.1605,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,02/07/2025,7,7,1,0,22.178,2.772,1,0,0,1,0,0,0,0,15.699,6.479,,,5.233,0,1.2958,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,02/08/2025,19,19,6,0,87.822,5.166,6,0,0,6,0,0,0,0,20.71,67.112,,,2.9585714285714,0,6.7112,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,02/09/2025,7,7,3,0,21.345,3.557,3,0,0,3,0,0,0,0,13.845,7.5,,,4.615,0,2.5,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,02/10/2025,8,8,4,0,29.854,2.985,4,0,0,4,0,0,0,0,14.39,15.464,,,2.3983333333333,0,3.866,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,02/11/2025,10,10,2,0,24.306,2.7,2,0,0,2,1,1,0,0,4.589,19.717,,,0.9178,0,4.92925,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,02/12/2025,8,8,4,0,25.701,3.671,4,0,0,4,0,0,0,0,13.304,12.397,,,3.326,0,4.1323333333333,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,02/13/2025,9,8,0,0,7.127,1.187,0,0,0,0,0,0,0,0,7.127,,,,1.1878333333333,0,0,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,02/14/2025,2,2,0,0,2.907,1.453,0,0,0,0,0,0,0,0,,2.907,,,0,0,1.4535,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,02/15/2025,3,3,2,0,26.964,13.482,2,0,0,2,0,0,0,0,22.564,4.4,,,22.564,0,4.4,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,02/16/2025,6,6,3,0,24.931,6.232,3,0,0,3,0,0,0,0,16.444,,8.487,,5.4813333333333,8.487,0,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,02/17/2025,9,9,3,0,62.022,7.752,3,0,0,3,0,0,0,0,61.214,0.808,,,8.7448571428571,0,0.808,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,02/18/2025,66,65,14,0,170.311,3.96,14,0,10,4,1,1,0,0,11.397,19.578,,139.336,5.6985,0,6.526,3.6667368421053,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,02/19/2025,2491,2001,513,0,8575.751,4.239,502,0,506,7,29,25,1,3,31.886,30.209,14.665,8498.991,5.3143333333333,1.833125,2.7462727272727,4.2537492492492,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,02/20/2025,278,264,95,0,1705.141,5.518,93,0,88,7,7,7,0,0,30.297,117.228,24.809,1532.807,3.787125,6.20225,19.538,5.2673780068729,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,02/21/2025,3,3,6,0,111.839,8.603,4,0,0,6,0,0,0,0,47.951,37.802,26.086,,5.993875,26.086,9.4505,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,02/22/2025,2,2,0,0,7.018,2.339,0,0,0,0,0,0,0,0,2.494,2.525,1.999,,2.494,1.999,2.525,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,02/23/2025,8,8,4,0,40.13,5.732,3,0,0,4,0,0,0,0,37.97,2.16,,,6.3283333333333,0,2.16,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,02/24/2025,8,8,1,0,42.205,7.034,1,0,0,1,0,0,0,0,3.913,38.292,,,1.9565,0,9.573,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,02/25/2025,2,2,1,0,7.986,3.993,1,0,0,1,0,0,0,0,7.986,,,,3.993,0,0,0,,,,
